Mod:Item:MetaData, Localized Name
ironchest:iron_shulker_box_pink:1, Pink Gold Shulker Box
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
ironchest:iron_shulker_box_gray:0, Gray Iron Shulker Box
ironchest:iron_shulker_box_gray:1, Gray Gold Shulker Box
ironchest:iron_shulker_box_gray:2, Gray Diamond Shulker Box
ironchest:iron_shulker_box_gray:3, Gray Copper Shulker Box
ironchest:iron_shulker_box_gray:4, Gray Silver Shulker Box
ironchest:iron_shulker_box_gray:5, Gray Crystal Shulker Box
ironchest:iron_shulker_box_gray:6, Gray Obsidian Shulker Box
ironchest:iron_shulker_box_silver:0, Light Gray Iron Shulker Box
ironchest:iron_shulker_box_silver:1, Light Gray Gold Shulker Box
ironchest:iron_shulker_box_silver:2, Light Gray Diamond Shulker Box
ironchest:iron_shulker_box_silver:3, Light Gray Copper Shulker Box
ironchest:iron_shulker_box_silver:4, Light Gray Silver Shulker Box
ironchest:iron_shulker_box_silver:5, Light Gray Crystal Shulker Box
ironchest:iron_shulker_box_silver:6, Light Gray Obsidian Shulker Box
ironchest:iron_shulker_box_cyan:0, Cyan Iron Shulker Box
ironchest:iron_shulker_box_cyan:1, Cyan Gold Shulker Box
ironchest:iron_shulker_box_cyan:2, Cyan Diamond Shulker Box
ironchest:iron_shulker_box_cyan:3, Cyan Copper Shulker Box
ironchest:iron_shulker_box_cyan:4, Cyan Silver Shulker Box
ironchest:iron_shulker_box_cyan:5, Cyan Crystal Shulker Box
ironchest:iron_shulker_box_cyan:6, Cyan Obsidian Shulker Box
ironchest:iron_shulker_box_purple:0, Purple Iron Shulker Box
ironchest:iron_shulker_box_purple:1, Purple Gold Shulker Box
ironchest:iron_shulker_box_purple:2, Purple Diamond Shulker Box
ironchest:iron_shulker_box_purple:3, Purple Copper Shulker Box
ironchest:iron_shulker_box_purple:4, Purple Silver Shulker Box
ironchest:iron_shulker_box_purple:5, Purple Crystal Shulker Box
ironchest:iron_shulker_box_purple:6, Purple Obsidian Shulker Box
ironchest:iron_shulker_box_blue:0, Blue Iron Shulker Box
ironchest:iron_shulker_box_blue:1, Blue Gold Shulker Box
ironchest:iron_shulker_box_blue:2, Blue Diamond Shulker Box
ironchest:iron_shulker_box_blue:3, Blue Copper Shulker Box
ironchest:iron_shulker_box_blue:4, Blue Silver Shulker Box
ironchest:iron_shulker_box_blue:5, Blue Crystal Shulker Box
ironchest:iron_shulker_box_blue:6, Blue Obsidian Shulker Box
ironchest:iron_shulker_box_brown:0, Brown Iron Shulker Box
ironchest:iron_shulker_box_brown:1, Brown Gold Shulker Box
ironchest:iron_shulker_box_brown:2, Brown Diamond Shulker Box
ironchest:iron_shulker_box_brown:3, Brown Copper Shulker Box
ironchest:iron_shulker_box_brown:4, Brown Silver Shulker Box
ironchest:iron_shulker_box_brown:5, Brown Crystal Shulker Box
ironchest:iron_shulker_box_brown:6, Brown Obsidian Shulker Box
ironchest:iron_shulker_box_green:0, Green Iron Shulker Box
ironchest:iron_shulker_box_green:1, Green Gold Shulker Box
ironchest:iron_shulker_box_green:2, Green Diamond Shulker Box
ironchest:iron_shulker_box_green:3, Green Copper Shulker Box
ironchest:iron_shulker_box_green:4, Green Silver Shulker Box
ironchest:iron_shulker_box_green:5, Green Crystal Shulker Box
ironchest:iron_shulker_box_green:6, Green Obsidian Shulker Box
ironchest:iron_shulker_box_red:0, Red Iron Shulker Box
ironchest:iron_shulker_box_red:1, Red Gold Shulker Box
ironchest:iron_shulker_box_red:2, Red Diamond Shulker Box
ironchest:iron_shulker_box_red:3, Red Copper Shulker Box
ironchest:iron_shulker_box_red:4, Red Silver Shulker Box
ironchest:iron_shulker_box_red:5, Red Crystal Shulker Box
ironchest:iron_shulker_box_red:6, Red Obsidian Shulker Box
ironchest:iron_shulker_box_black:0, Black Iron Shulker Box
ironchest:iron_shulker_box_black:1, Black Gold Shulker Box
ironchest:iron_shulker_box_black:2, Black Diamond Shulker Box
ironchest:iron_shulker_box_black:3, Black Copper Shulker Box
ironchest:iron_shulker_box_black:4, Black Silver Shulker Box
ironchest:iron_shulker_box_black:5, Black Crystal Shulker Box
ironchest:iron_shulker_box_black:6, Black Obsidian Shulker Box
ironchest:iron_gold_chest_upgrade, Iron to Gold Chest Upgrade
ironchest:gold_diamond_chest_upgrade, Gold to Diamond Chest Upgrade
ironchest:copper_silver_chest_upgrade, Copper to Silver Chest Upgrade
ironchest:silver_gold_chest_upgrade, Silver to Gold Chest Upgrade
ironchest:copper_iron_chest_upgrade, Copper to Iron Chest Upgrade
ironchest:diamond_crystal_chest_upgrade, Diamond to Crystal Chest Upgrade
ironchest:wood_iron_chest_upgrade, Wood to Iron Chest Upgrade
ironchest:wood_copper_chest_upgrade, Wood to Copper Chest Upgrade
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
ironfurnaces:iron_furnace_idle, Iron Furnace
ironfurnaces:iron_furnace_active, Iron Furnace
ironfurnaces:gold_furnace_idle, Gold Furnace
ironfurnaces:gold_furnace_active, Gold Furnace
ironfurnaces:diamond_furnace_idle, Diamond Furnace
ironfurnaces:diamond_furnace_active, Diamond Furnace
ironfurnaces:glass_furnace_idle, Glass Furnace
ironfurnaces:glass_furnace_active, Glass Furnace
ironfurnaces:obsidian_furnace_idle, Obsidian Furnace
ironfurnaces:obsidian_furnace_active, Obsidian Furnace
ironjetpacks:strap, Leather Strap
ironjetpacks:basic_coil, Basic Coil
ironjetpacks:advanced_coil, Advanced Coil
ironjetpacks:elite_coil, Elite Coil
ironjetpacks:ultimate_coil, Ultimate Coil
ironjetpacks:creative_cell, Energy Cell
ironjetpacks:wood_cell, Energy Cell
ironjetpacks:copper_cell, Energy Cell
ironjetpacks:stone_cell, Energy Cell
ironjetpacks:bronze_cell, Energy Cell
ironjetpacks:iron_cell, Energy Cell
ironjetpacks:silver_cell, Energy Cell
ironjetpacks:electrum_cell, Energy Cell
ironjetpacks:gold_cell, Energy Cell
ironjetpacks:invar_cell, Energy Cell
ironjetpacks:steel_cell, Energy Cell
ironjetpacks:diamond_cell, Energy Cell
ironjetpacks:platinum_cell, Energy Cell
ironjetpacks:emerald_cell, Energy Cell
ironjetpacks:creative_thruster, Thruster
ironjetpacks:wood_thruster, Thruster
ironjetpacks:copper_thruster, Thruster
ironjetpacks:stone_thruster, Thruster
ironjetpacks:bronze_thruster, Thruster
ironjetpacks:iron_thruster, Thruster
ironjetpacks:silver_thruster, Thruster
ironjetpacks:electrum_thruster, Thruster
ironjetpacks:gold_thruster, Thruster
ironjetpacks:invar_thruster, Thruster
ironjetpacks:steel_thruster, Thruster
ironjetpacks:diamond_thruster, Thruster
ironjetpacks:platinum_thruster, Thruster
ironjetpacks:emerald_thruster, Thruster
ironjetpacks:creative_capacitor, Capacitor
ironjetpacks:wood_capacitor, Capacitor
ironjetpacks:copper_capacitor, Capacitor
ironjetpacks:stone_capacitor, Capacitor
ironjetpacks:bronze_capacitor, Capacitor
ironjetpacks:iron_capacitor, Capacitor
ironjetpacks:silver_capacitor, Capacitor
ironjetpacks:electrum_capacitor, Capacitor
ironjetpacks:gold_capacitor, Capacitor
ironjetpacks:invar_capacitor, Capacitor
ironjetpacks:steel_capacitor, Capacitor
ironjetpacks:diamond_capacitor, Capacitor
ironjetpacks:platinum_capacitor, Capacitor
ironjetpacks:emerald_capacitor, Capacitor
ironjetpacks:creative_jetpack, Jetpack
ironjetpacks:wood_jetpack, Jetpack
ironjetpacks:copper_jetpack, Jetpack
ironjetpacks:stone_jetpack, Jetpack
ironjetpacks:bronze_jetpack, Jetpack
ironjetpacks:iron_jetpack, Jetpack
ironjetpacks:silver_jetpack, Jetpack
ironjetpacks:electrum_jetpack, Jetpack
ironjetpacks:gold_jetpack, Jetpack
ironjetpacks:invar_jetpack, Jetpack
ironjetpacks:steel_jetpack, Jetpack
ironjetpacks:diamond_jetpack, Jetpack
ironjetpacks:platinum_jetpack, Jetpack
ironjetpacks:emerald_jetpack, Jetpack
jecalculation:item_calculator:0, Crafting Calculator
jecalculation:item_calculator:1, Math Calculator
locks:spring, Spring
locks:wood_lock_mechanism, Wood Lock Mechanism
locks:iron_lock_mechanism, Iron Lock Mechanism
locks:steel_lock_mechanism, Steel Lock Mechanism
locks:key_blank, Key Blank
locks:wood_lock, Wood Lock
locks:iron_lock, Iron Lock
locks:steel_lock, Steel Lock
locks:gold_lock, Gold Plated Lock
locks:diamond_lock, Diamond Plated Lock
locks:key, Key
locks:master_key, Master Key
locks:key_ring, Key Ring
locks:wood_lock_pick, Bobby Pin Lock Pick
locks:iron_lock_pick, Iron Lock Pick
locks:steel_lock_pick, Steel Lock Pick
locks:gold_lock_pick, Gold Lock Pick
locks:diamond_lock_pick, Diamond Lock Pick
lootoverhaul:loot_item, Item Loot
lootoverhaul:loot_block, Block Loot
lootoverhaul:loot_fill, Fill Loot
lootoverhaul:loot_entity, Entity Loot
lootoverhaul:loot_structure, Structure Loot
lootoverhaul:loot_command, Command Loot
lootoverhaul:loot_effect, Effect Loot
lootoverhaul:trigger_command, Command Trigger
lootoverhaul:trigger_loot, Loot Trigger
lootr:lootr_chest, Loot Chest
lootr:lootr_trapped_chest, Loot Chest
lootr:lootr_shulker, Loot Shulker
lootr:trophy, Centennial Trophy
lostinfinity:map_corruption, Ancient Celestial Map
lostinfinity:map_duality, Ancient Celestial Map
lostinfinity:map_aspiration, Ancient Celestial Map
lostinfinity:map_ingenuity, Ancient Celestial Map
lostinfinity:map_misdirection, Ancient Celestial Map
lostinfinity:map_vengeance, Ancient Celestial Map
lostinfinity:map_dread, Ancient Celestial Map
lostinfinity:map_imposition, Ancient Celestial Map
lostinfinity:map_retrospection, Ancient Celestial Map
lostinfinity:map_anxiety, Ancient Celestial Map
lostinfinity:gem_corruption, Contained Gem of Corruption
lostinfinity:gem_duality, Contained Gem of Duality
lostinfinity:gem_aspiration, Contained Gem of Aspiration
lostinfinity:gem_ingenuity, Contained Gem of Ingenuity
lostinfinity:gem_misdirection, Contained Gem of Misdirection
lostinfinity:gem_vengeance, Contained Gem of Vengeance
lostinfinity:gem_dread, Contained Gem of Dread
lostinfinity:gem_imposition, Contained Gem of Imposition
lostinfinity:gem_retrospection, Contained Gem of Retrospection
lostinfinity:gem_anxiety, Contained Gem of Anxiety
lostinfinity:gem_ambition, Contained Gem of Ambition
lostinfinity:gem_perception, Contained Gem of Perception
lostinfinity:gem_anticipation, Contained Gem of Anticipation
lostinfinity:gem_resolve, Contained Gem of Resolve
lostinfinity:gem_cruelty, Contained Gem of Cruelty
lostinfinity:cube_duality, Lost Stone of Duality
lostinfinity:cube_aspiration, Lost Stone of Aspiration
lostinfinity:cube_corruption, Lost Stone of Corruption
lostinfinity:cube_ingenuity, Lost Stone of Ingenuity
lostinfinity:cube_misdirection, Lost Stone of Misdirection
lostinfinity:cube_vengeance, Lost Stone of Vengeance
lostinfinity:cube_dread, Lost Stone of Dread
lostinfinity:cube_imposition, Lost Stone of Imposition
lostinfinity:cube_anxiety, Lost Stone of Anxiety
lostinfinity:cube_retrospection, Lost Stone of Retrospection
lostinfinity:cube_ambition, Lost Stone of Ambition
lostinfinity:cube_perception, Lost Stone of Perception
lostinfinity:cube_anticipation, Lost Stone of Anticipation
lostinfinity:cube_resolve, Lost Stone of Resolve
lostinfinity:cube_cruelty, Lost Stone of Cruelty
lostinfinity:deviantmilk, Deviant Milk
lostinfinity:deviantenderpearl, Deviant Ender Pearl
lostinfinity:deviantbeef, Deviant Beef
lostinfinity:deviantegg, Deviant Egg
lostinfinity:deviantbearhide, Deviant Bear Hide
lostinfinity:deviantghasttear, Deviant Ghast Tear
lostinfinity:deviantshulkershell, Deviant Shulker Shell
lostinfinity:deviantbone, Deviant Bone
lostinfinity:deviantgunpowder, Deviant Gunpowder
lostinfinity:deviantstring, Deviant String
lostinfinity:deviantbottle, Deviant Bottle
lostinfinity:deviantgel, Deviant Gel
lostinfinity:elarasnecklace, Elara's Necklace
lostinfinity:jeweledskulltrophy, Jeweled Skull Trophy
lostinfinity:makeshifttrinket, Makeshift Trinket
lostinfinity:celestialemerald, Celestial Emerald
lostinfinity:celestialdiamond, Celestial Diamond
lostinfinity:powercrystal_blue, Power Crystal
lostinfinity:powercrystal_yellow, Power Crystal
lostinfinity:powercrystal_green, Power Crystal
lostinfinity:powercrystal_purple, Power Crystal
lostinfinity:powersphere_blue, Power Sphere
lostinfinity:powersphere_yellow, Power Sphere
lostinfinity:powersphere_green, Power Sphere
lostinfinity:powersphere_purple, Power Sphere
lostinfinity:token_urogo, Arena Token
lostinfinity:token_velo, Arena Token
lostinfinity:token_rikarus, Arena Token
lostinfinity:token_nuxuro, Arena Token
lostinfinity:arenacard, Arena Exit Pass
lostinfinity:starlitglobe, Starlit Globe
lostinfinity:skywormtooth, Skyworm Tooth
lostinfinity:unpoweredblade, Unpowered Blade
lostinfinity:perfectpearl, Perfect Pearl
lostinfinity:droidlocationdata_o, Droid Location Data
lostinfinity:droidlocationdata_n, Droid Location Data
lostinfinity:droidlocationdata_e, Droid Location Data
lostinfinity:mechanicalpowercell, Mechanical Power Cell
lostinfinity:livingslime, Living Slime
lostinfinity:unbreakablechain, Unbreakable Chain
lostinfinity:superheatedingot, Superheated Ingot
lostinfinity:droidlocationdata_d, Droid Location Data
lostinfinity:variantanalyzerfull, DNA Analyzer (Charged)
lostinfinity:variantanalyzerempty, DNA Analyzer
lostinfinity:theskyverge, The Skyverge
lostinfinity:bladesofduality, Blades of Duality
lostinfinity:bladesofconvergence, Blades of Convergence
lostinfinity:fluxlantern, Flux Lantern
lostinfinity:starfire_blade, Starfire Blade
lostinfinity:starfire_bomb, Starfire Bomb
lostinfinity:starfire_throwingknife, Starfire Throwing Knife
lostinfinity:starfire_wand, Starfire Wand
lostinfinity:aurorus_blade, Aurorus Blade
lostinfinity:aurorus_bomb, Aurorus Bomb
lostinfinity:aurorus_throwingknife, Aurorus Throwing Knife
lostinfinity:aurorus_wand, Aurorus Wand
lostinfinity:novacron_blade, Novacron Blade
lostinfinity:novacron_bomb, Novacron Bomb
lostinfinity:novacron_throwingknife, Novacron Throwing Knife
lostinfinity:novacron_wand, Novacron Wand
lostinfinity:moonglow_blade, Moonglow Blade
lostinfinity:moonglow_bomb, Moonglow Bomb
lostinfinity:moonglow_throwingknife, Moonglow Throwing Knife
lostinfinity:moonglow_wand, Moonglow Wand
lostinfinity:droidconstructor, Droid Constructor
lostinfinity:droidrelocator, Droid Relocator
lostinfinity:droidrelocator_storage, Droid Relocator (Storage Module)
lostinfinity:rodofdeviation, Rod of Deviation
lostinfinity:celestialminerspickaxe, Celestial Miner's Pickaxe
lostinfinity:deviationanalyzerempty, Deviation Analyzer
lostinfinity:deviationanalyzerfull, Deviation Analyzer (Charged)
lostinfinity:supermutated_powder, Super-mutated Powder
lostinfinity:supermutated_pearl, Super-mutated Pearl
lostinfinity:supermutated_bone, Super-mutated Bone
lostinfinity:supermutated_shell, Super-mutated Shell
lostinfinity:supermutated_tooth, Super-mutated Tooth
lostinfinity:supermutated_milk, Super-mutated Milk
lostinfinity:supermutated_egg, Super-mutated Egg
lostinfinity:supermutated_string, Super-mutated String
lostinfinity:supermutated_gel, Super-mutated Gel
lostinfinity:supermutated_brew, Super-mutated Brew
lostinfinity:supermutated_hide, Super-mutated Hide
lostinfinity:supermutationrod, Rod of Super Mutation
lostinfinity:celestialquartz, Celestial Quartz
lostinfinity:celestialredstone, Celestial Redstone
lostinfinity:galaxybeacon, Galaxy Beacon
lostinfinity:chargedgalaxycrystal, Charged Galaxy Crystal
lostinfinity:blazingstar, Blazing Star
lostinfinity:cursedemerald, Cursed Emerald
lostinfinity:superchargedcell, Supercharged Cell
lostinfinity:deviantrelocator, Deviant Relocator
lostinfinity:lifevessel, Life Vessel
lostinfinity:contenderpass, Contender Pass
lostinfinity:holosaber, Holo Saber
lostinfinity:holobow, Holo Bow
lostinfinity:holonade, Holo 'Nade
lostinfinity:reflectiveshard, Reflective Shard
lostinfinity:etherealmirror, Ethereal Mirror
lostinfinity:smoldering_ghasttear, Smoldering Ghast Tear
lostinfinity:crystalizedgel, Crystalized Gel
lostinfinity:scorchedpipe, Scorched Pipe
lostinfinity:forgefirepickaxe, Forgefire Pickaxe
lostinfinity:emberium, Emberium
lostinfinity:hextorium, Hextorium
lostinfinity:crystonium, Crystonium
lostinfinity:astrallium, Astrallium
lostinfinity:kylaxium, Kylaxium
lostinfinity:vellorium, Vellorium
lostinfinity:incadium, Incadium
lostinfinity:noxerium, Noxerium
lostinfinity:olysium, Olysium
lostinfinity:detherium, Detherium
lostinfinity:xerovium, Xerovium
lostinfinity:phytrosium, Phytrosium
lostinfinity:emberium_ingot, Emberium Ingot
lostinfinity:hextorium_ingot, Hextorium Ingot
lostinfinity:crystonium_ingot, Crystonium Ingot
lostinfinity:astrallium_ingot, Astrallium Ingot
lostinfinity:kylaxium_ingot, Kylaxium Ingot
lostinfinity:vellorium_ingot, Vellorium Ingot
lostinfinity:incadium_ingot, Incadium Ingot
lostinfinity:noxerium_ingot, Noxerium Ingot
lostinfinity:olysium_ingot, Olysium Ingot
lostinfinity:detherium_ingot, Detherium Ingot
lostinfinity:xerovium_ingot, Xerovium Ingot
lostinfinity:phytrosium_ingot, Phytrosium Ingot
lostinfinity:twigoftrickery, Twig of Trickery
lostinfinity:spaceslinger, Space Slinger
lostinfinity:thunderbauble, Thunder Bauble
lostinfinity:axiomavorum, Axiom Avorum
lostinfinity:starstorm, Star Storm
lostinfinity:witchspike, Bane of Venoms
lostinfinity:vitalitus, Vitalitus
lostinfinity:ghosthunter, Ghost Hunter
lostinfinity:bagofslime, Bag of Slime
lostinfinity:concentratedvenom, Concentrated Venom
lostinfinity:superstimulant, Super Stimulant
lostinfinity:darkconcoction, Dark Concoction
lostinfinity:imbuedcrystal, Imbued Crystal
lostinfinity:moltendiamond, Molten Diamond
lostinfinity:lifeboundemerald, Lifebound Emerald
lostinfinity:emberium_condensed, Condensed Emberium
lostinfinity:hextorium_condensed, Condensed Hextorium
lostinfinity:crystonium_condensed, Condensed Crystonium
lostinfinity:astrallium_condensed, Condensed Astrallium
lostinfinity:kylaxium_condensed, Condensed Kylaxium
lostinfinity:vellorium_condensed, Condensed Vellorium
lostinfinity:incadium_condensed, Condensed Incadium
lostinfinity:noxerium_condensed, Condensed Noxerium
lostinfinity:olysium_condensed, Condensed Olysium
lostinfinity:detherium_condensed, Condensed Detherium
lostinfinity:xerovium_condensed, Condensed Xerovium
lostinfinity:phytrosium_condensed, Condensed Phytrosium
lostinfinity:reactive_crystal_emberium, Reactive Crystal (Emberium)
lostinfinity:reactive_crystal_hextorium, Reactive Crystal (Hextorium)
lostinfinity:reactive_crystal_crystonium, Reactive Crystal (Crystonium)
lostinfinity:reactive_crystal_astrallium, Reactive Crystal (Astrallium)
lostinfinity:reactive_crystal_kylaxium, Reactive Crystal (Kylaxium)
lostinfinity:reactive_crystal_vellorium, Reactive Crystal (Vellorium)
lostinfinity:reactive_crystal_incadium, Reactive Crystal (Incadium)
lostinfinity:reactive_crystal_noxerium, Reactive Crystal (Noxerium)
lostinfinity:reactive_crystal_olysium, Reactive Crystal (Olysium)
lostinfinity:reactive_crystal_detherium, Reactive Crystal (Detherium)
lostinfinity:reactive_crystal_xerovium, Reactive Crystal (Xerovium)
lostinfinity:reactive_crystal_phytrosium, Reactive Crystal (Phytrosium)
lostinfinity:neosteel_material, Neosteel
lostinfinity:neosteel_ingot, Neosteel Ingot
lostinfinity:sunderash, Sunder Ash
lostinfinity:acidicooze, Acidic Ooze
lostinfinity:trialblaze, Trial of the Blaze
lostinfinity:trialskeleton, Trial of the Skeleton
lostinfinity:trialspider, Trial of the Spider
lostinfinity:trialstray, Trial of the Stray
lostinfinity:trialenderman, Trial of the Enderman
lostinfinity:trialcreeper, Trial of the Creeper
lostinfinity:trialllama, Trial of the Llama
lostinfinity:trialmagmacube, Trial of the Magma Cube
lostinfinity:trialpigman, Trial of the Pigman
lostinfinity:trialzombie, Trial of the Zombie
lostinfinity:trialvex, Trial of the Vex
lostinfinity:trialshulker, Trial of the Shulker
lostinfinity:deviant_blazerod, Deviant Blazerod
lostinfinity:supermutated_flame, Super-mutated Flame
lostinfinity:electrified_quartz, Electrified Quartz
lostinfinity:envenomed_diamond, Envenomed Diamond
lostinfinity:ghostly_redstone, Ghostly Redstone
lostinfinity:masterforged_ingot, Master-Forged Ingot
lostinfinity:mastercut_diamond, Master-Cut Diamond
lostinfinity:masterfaceted_quartz, Master-Faceted Quartz
lostinfinity:masterenthralled_emerald, Master-Enthralled Emerald
lostinfinity:mastercharged_redstone, Master-Charged Redstone
lostinfinity:mastercrafted_alloy, Master Crafted Alloy
lostinfinity:voidcut_metal, Voidcut Metal
lostinfinity:toxin_filter, Toxin Filter
lostinfinity:celestialiron, Celestial Iron
lostinfinity:firefeather, Firefeather
lostinfinity:hard_bone, Hard Bone
lostinfinity:hypnotic_eye, Hypnotic Eye
lostinfinity:rockspine, Rockspine
lostinfinity:purple_tendril, Purple Tendril
lostinfinity:giant_tooth, Giant Tooth
lostinfinity:magic_stone, Magic Stone
lostinfinity:gravity_dust, Gravity Dust
lostinfinity:sonic_shield, Sonic Shield
lostinfinity:organic_calcium, Organic Calcium
lostinfinity:reinforced_glass, Reinforced Glass
lostinfinity:shimmering_gloss, Shimmering Gloss
lostinfinity:heat_resistant_tongs, Heat Resistant Tongs
lostinfinity:axiom_celestarium, Axiom Celestarium
lostinfinity:twinned_jewel, Twinned Jewel
lostinfinity:deviant_snowball, Deviant Snowball
lostinfinity:supermutated_snowball, Super-mutated Snowball
lostinfinity:spectral_ingot, Spectral Ingot
lostinfinity:frozen_ingot, Frozen Ingot
lostinfinity:head_collector, Head Collector
lostinfinity:blade_of_the_dead, Blade of the Dead
lostinfinity:life_destabilizer, Life Destabilizer
lostinfinity:comet_shower, Comet Shower
lostinfinity:portable_beacon, Portable Beacon
lostinfinity:explosive_sack, Explosive Sac
lostinfinity:acidic_tongue, Acidic Tongue
lostinfinity:dusker_eggs, Dusker Eggs
lostinfinity:nightmare_powder, Nightmare Powder
lostinfinity:volatile_blood, Volatile Blood
lostinfinity:hard_crystal, Hard Crystal
lostinfinity:sticky_hide, Sticky Hide
lostinfinity:durable_husk, Durable Husk
lostinfinity:fireblood_solution, Fireblood Solution
lostinfinity:acidblood_solution, Acidblood Solution
lostinfinity:polycharge_solution, Polycharge Solution
lostinfinity:corrosive_mix, Corrosive Mix
lostinfinity:carbonic_acid, Carbonic Acid
lostinfinity:ion_crystal, Ion Crystal
lostinfinity:fabrication_power_core, Fabrication Power Core
lostinfinity:token_dario, Arena Token
lostinfinity:token_atlasspire, Arena Token
lostinfinity:token_alestria, Arena Token
lostinfinity:token_arash, Arena Token
lostinfinity:slimed_bedrock, Slimed Bedrock
lostinfinity:catalyzing_cell, Catalyzing Cell
lostinfinity:organic_power_cell, Organic Power Cell
lostinfinity:mix_of_dominance, Mix Of Dominance
lostinfinity:unstable_solution, Unstable Solution
lostinfinity:corrupted_solution, Corrupted Solution
lostinfinity:frosted_star, Frosted Star
lostinfinity:plucked_eye, Plucked Eye
lostinfinity:engulfed_eye, Engulfed Eye
lostinfinity:dual_power_assembly, Dual Power Assembly
lostinfinity:atlas_beacon, Atlas Beacon
lostinfinity:power_drive, Power Drive
lostinfinity:plated_bone, Plated Bone
lostinfinity:supermutated_mushroom, Super-mutated Mushroom
lostinfinity:deviant_flesh, Deviant Flesh
lostinfinity:deviant_mushroom, Deviant Mushroom
lostinfinity:deviant_slimeball, Deviant Slimeball
lostinfinity:supermutated_slimeball, Super-mutated Slimeball
lostinfinity:supermutated_flesh, Super-mutated Flesh
lostinfinity:mounted_crystal, Mounted Crystal
lostinfinity:deviant_wing, Deviant Wing
lostinfinity:deviant_wheat, Deviant Wheat
lostinfinity:deviant_magmacream, Deviant Magma Cream
lostinfinity:deviant_porkchop, Deviant Porkchop
lostinfinity:deviant_bonemeal, Deviant Bonemeal
lostinfinity:supermutated_wing, Super-mutated Wing
lostinfinity:supermutated_wheat, Super-mutated Wheat
lostinfinity:supermutated_magmacream, Super-mutated Magma Cream
lostinfinity:supermutated_porkchop, Super-mutated Porkchop
lostinfinity:supermutated_bonemeal, Super-mutated Bonemeal
lostinfinity:datadrive, Empty Data Drive
lostinfinity:datadrive_speed, Data Drive (Speed)
lostinfinity:datadrive_power, Data Drive (Power)
lostinfinity:datadrive_defense, Data Drive (Defense)
lostinfinity:datadrive_dash, Data Drive (Hyperdash)
lostinfinity:datadrive_spacewarp, Data Drive (Spacewarp)
lostinfinity:datadrive_laser, Data Drive (Laser Generator)
lostinfinity:datadrive_gravityfield, Data Drive (Gravity Field)
lostinfinity:datadrive_timethief, Data Drive (Time Thief)
lostinfinity:droid_upgrade_mk2, Droid Upgrade Kit MKII
lostinfinity:droid_upgrade_mk3, Droid Upgrade Kit MKIII
lostinfinity:slippery_ingot, Slippery Ingot
lostinfinity:unstable_ingot, Unstable Ingot
lostinfinity:salivated_crystals, Salivated Crystals
lostinfinity:crystal_plating, Crystal Plating
lostinfinity:nightmare_solution, Nightmare Solution
lostinfinity:cyclone_dust, Cyclone Dust
lostinfinity:ultraflight_wing, Ultraflight Wing
lostinfinity:ultralight_dust, Ultralight Dust
lostinfinity:volatility_solution, Volatility Solution
lostinfinity:dimensional_capacitor, Dimensional Capacitor
lostinfinity:gigacharge_solutions, Gigacharge Solutions
lostinfinity:synthetic_fibre, Synthetic Fibre
lostinfinity:droidconstructor_mk2, Droid Constructor MKII
lostinfinity:droidrelocator_mk2, Droid Relocator MKII
lostinfinity:deviant_globe, Deviant Globe
lostinfinity:supermutated_map, Super-mutated Map
lostinfinity:powerchip_shockwave, Shockwave Generator Powerchip
lostinfinity:powerchip_tether, Tether Creator Powerchip
lostinfinity:powerchip_strike, Sky Striker Powerchip
lostinfinity:powerchip_ripper, Item Ripper Powerchip
lostinfinity:unpowered_starcrystal, Unpowered Starcrystal
lostinfinity:starcrystal_capacitor, Starcrystal Capacitor
lostinfinity:geolocation_orb, Geolocation Orb
lostinfinity:geocoordinated_orb, Geo-Coordinated Orb
lostinfinity:container_of_collection_full, Container of Collection (Full)
lostinfinity:container_of_collection_empty, Container of Collection
lostinfinity:digital_panel, Digital Panel
lostinfinity:configuration_cell_color, Configuration Cell (Color)
lostinfinity:configuration_cell_shape, Configuration Cell (Shape)
lostinfinity:launch_drive, Launch Drive
lostinfinity:dual_weapon_convertor, Dual Weapon Convertor
lostinfinity:ultrapowered_capacitor, Ultrapowered Capacitor
lostinfinity:mysterious_gloop, Mysterious Gloop
lostinfinity:glistening_crystals, Glistening Crystals
lostinfinity:weightless_gem, Weightless Gem
